Resource Relationships,,,Arcrole,Resource,ResourceRole,Language,Name,Namespace,LocalName,References
,esrs:SustainableDevelopmentGoalsToWhichTransitionPlanIsConnected,,,esrs:SustainableDevelopmentGoalsToWhichTransitionPlanIsConnected,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,SustainableDevelopmentGoalsToWhichTransitionPlanIsConnected," Transforming Our World: the 2030 Agenda for
Sustainable Development A/RES/70/1 Related,  ESRS E4 AR 3 E4-1 Main Mandatory subject to MA"
,,"Transforming Our World: the 2030 Agenda for
Sustainable Development A/RES/70/1 Related",http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS E4 AR 3 E4-1 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ExplanationsOfSignificantChangesToPoliciesAdoptedDuringReportingYearProvideContextualInformationForUsers,,,esrs:ExplanationsOfSignificantChangesToPoliciesAdoptedDuringReportingYearProvideContextualInformationForUsers,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ExplanationsOfSignificantChangesToPoliciesAdoptedDuringReportingYearProvideContextualInformationForUsers, ESRS S1 AR 10 S1-1 Main Mandatory subject to MA
,,ESRS S1 AR 10 S1-1 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfReasonsWhyScopeOfConsolidationIsNotSameAsForFinancialStatementsExplanatory,,,esrs:DisclosureOfReasonsWhyScopeOfConsolidationIsNotSameAsForFinancialStatementsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfReasonsWhyScopeOfConsolidationIsNotSameAsForFinancialStatementsExplanatory, ESRS ESRS 2 5 b BP-1 i Main Mandatory irrespective of MA
,,ESRS ESRS 2 5 b BP-1 i Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ConsolidatedSustainabilityReportingIsPreparedPursuantToArticle48IOfDirective2013NO34NOEu,,,esrs:ConsolidatedSustainabilityReportingIsPreparedPursuantToArticle48IOfDirective2013NO34NOEu,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ConsolidatedSustainabilityReportingIsPreparedPursuantToArticle48IOfDirective2013NO34NOEu, ESRS ESRS 2 5 b BP-1 i Main Mandatory irrespective of MA
,,ESRS ESRS 2 5 b BP-1 i Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:UndertakingIsNotRequiredToDrawupFinancialStatements,,,esrs:UndertakingIsNotRequiredToDrawupFinancialStatements,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,UndertakingIsNotRequiredToDrawupFinancialStatements, ESRS ESRS 2 5 b BP-1 i Main Mandatory irrespective of MA
,,ESRS ESRS 2 5 b BP-1 i Main Mandatory irrespective of MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ScopeOfConsolidationOfConsolidatedSustainabilityStatementIsSameAsForFinancialStatements,,,esrs:ScopeOfConsolidationOfConsolidatedSustainabilityStatementIsSameAsForFinancialStatements,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ScopeOfConsolidationOfConsolidatedSustainabilityStatementIsSameAsForFinancialStatements, ESRS ESRS 2 5 b BP-1 i Main Mandatory irrespective of MA Conditional BP-1_02
,,ESRS ESRS 2 5 b BP-1 i Main Mandatory irrespective of MA Conditional BP-1_02,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:BasisForPreparationOfSustainabilityStatementAxis,,,esrs:BasisForPreparationOfSustainabilityStatementAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,BasisForPreparationOfSustainabilityStatementAxis, ESRS ESRS 2 5 a BP-1
,,ESRS ESRS 2 5 a BP-1,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:BasisForPreparationOfSustainabilityStatementMember,,,esrs:BasisForPreparationOfSustainabilityStatementMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,BasisForPreparationOfSustainabilityStatementMember, ESRS ESRS 2 5 a BP-1
,,ESRS ESRS 2 5 a BP-1,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:BasisForPreparationOfSustainabilityStatement,,,esrs:BasisForPreparationOfSustainabilityStatement,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,BasisForPreparationOfSustainabilityStatement, ESRS ESRS 2 5 a BP-1 Main Mandatory irrespective of MA BP-1_01
,,ESRS ESRS 2 5 a BP-1 Main Mandatory irrespective of MA BP-1_01,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:GroundsForDiscriminationAndDiversityAxis,,,esrs:GroundsForDiscriminationAndDiversityAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,GroundsForDiscriminationAndDiversityAxis, ESRS S1 24 b S1-1
,,ESRS S1 24 b S1-1,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:GroundsForDiscriminationAndDiversityMember,,,esrs:GroundsForDiscriminationAndDiversityMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,GroundsForDiscriminationAndDiversityMember, ESRS S1 24 b S1-1
,,ESRS S1 24 b S1-1,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:GroundsForDiscriminationSpecificallyCoveredByPolicy,,,esrs:GroundsForDiscriminationSpecificallyCoveredByPolicy,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,GroundsForDiscriminationSpecificallyCoveredByPolicy, ESRS S1 24 b S1-1 AR 15 - AR 16 Main Mandatory subject to MA S1-1_11
,,ESRS S1 24 b S1-1 AR 15 - AR 16 Main Mandatory subject to MA S1-1_11,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfWhyCorrectionOfPriorPeriodErrorsIsNotPracticableExplanatory,,,esrs:DisclosureOfWhyCorrectionOfPriorPeriodErrorsIsNotPracticableExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfWhyCorrectionOfPriorPeriodErrorsIsNotPracticableExplanatory, ESRS ESRS 2 14 c BP-2 Main Mandatory irrespective of MA Conditional BP-2_15
,,ESRS ESRS 2 14 c BP-2 Main Mandatory irrespective of MA Conditional BP-2_15,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosuresInRelationToSpecificCircumstancesExplanatory,,,esrs:DisclosuresInRelationToSpecificCircumstancesExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosuresInRelationToSpecificCircumstancesExplanatory, ESRS ESRS 2 6 BP-2 Main Mandatory irrespective of MA Yes
,,ESRS ESRS 2 6 BP-2 Main Mandatory irrespective of MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ESRSMetricsAndMonetaryAmountsForWhichUpstreamAndOrDownstreamValueChainEstimationHasBeenUsed,,,esrs:ESRSMetricsAndMonetaryAmountsForWhichUpstreamAndOrDownstreamValueChainEstimationHasBeenUsed,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ESRSMetricsAndMonetaryAmountsForWhichUpstreamAndOrDownstreamValueChainEstimationHasBeenUsed, ESRS ESRS 2 10 a BP-2 Main Mandatory irrespective of MA Conditional BP-2_03
,,ESRS ESRS 2 10 a BP-2 Main Mandatory irrespective of MA Conditional BP-2_03,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DescriptionOfMaterialImpactsOnOwnWorkforceThatMayAriseFromTransitionPlansForReducingNegativeImpactsOnEnvironmentAndAchievingGreenerAndClimateneutralOperationsExplanatory,,,esrs:DescriptionOfMaterialImpactsOnOwnWorkforceThatMayAriseFromTransitionPlansForReducingNegativeImpactsOnEnvironmentAndAchievingGreenerAndClimateneutralOperationsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DescriptionOfMaterialImpactsOnOwnWorkforceThatMayAriseFromTransitionPlansForReducingNegativeImpactsOnEnvironmentAndAchievingGreenerAndClimateneutralOperationsExplanatory, ESRS S1 14 e SBM-3 Main Mandatory subject to MA S1.SBM-3_06
,,ESRS S1 14 e SBM-3 Main Mandatory subject to MA S1.SBM-3_06,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfStepsTakenToGainInsightIntoPerspectivesOfAffectedCommunitiesThatMayBeParticularlyVulnerableToImpactsAndOrMarginalisedAndIntoPerspectiveOfSpecificGroupsWithinAffectedCommunitiesExplanatory,,,esrs:DisclosureOfStepsTakenToGainInsightIntoPerspectivesOfAffectedCommunitiesThatMayBeParticularlyVulnerableToImpactsAndOrMarginalisedAndIntoPerspectiveOfSpecificGroupsWithinAffectedCommunitiesExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfStepsTakenToGainInsightIntoPerspectivesOfAffectedCommunitiesThatMayBeParticularlyVulnerableToImpactsAndOrMarginalisedAndIntoPerspectiveOfSpecificGroupsWithinAffectedCommunitiesExplanatory, ESRS S3 22 S3-2 Main Mandatory subject to MA Conditional S3-2_06
,,ESRS S3 22 S3-2 Main Mandatory subject to MA Conditional S3-2_06,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:EmployeesAndOrNonemployeesCoverageBySocialProtectionThroughPublicProgramsOrThroughBenefitsOfferedAgainstLossOfIncomeDueToMajorLifeEventsAxis,,,esrs:EmployeesAndOrNonemployeesCoverageBySocialProtectionThroughPublicProgramsOrThroughBenefitsOfferedAgainstLossOfIncomeDueToMajorLifeEventsAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,EmployeesAndOrNonemployeesCoverageBySocialProtectionThroughPublicProgramsOrThroughBenefitsOfferedAgainstLossOfIncomeDueToMajorLifeEventsAxis, ESRS S1 74 S1-11 Main Mandatory subject to MA 1 year
,,ESRS S1 74 S1-11 Main Mandatory subject to MA 1 year,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:EmployeesAndOrNonemployeesCoverageBySocialProtectionThroughPublicProgramsOrThroughBenefitsOfferedAgainstLossOfIncomeDueToMajorLifeEventsMember,,,esrs:EmployeesAndOrNonemployeesCoverageBySocialProtectionThroughPublicProgramsOrThroughBenefitsOfferedAgainstLossOfIncomeDueToMajorLifeEventsMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,EmployeesAndOrNonemployeesCoverageBySocialProtectionThroughPublicProgramsOrThroughBenefitsOfferedAgainstLossOfIncomeDueToMajorLifeEventsMember, ESRS S1 74 S1-11 Main Mandatory subject to MA 1 year
,,ESRS S1 74 S1-11 Main Mandatory subject to MA 1 year,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:EmployeesAndOrNonemployeesCoverageBySocialProtectionThroughPublicProgramsOrThroughBenefitsOfferedAgainstLossOfIncomeDueToMajorLifeEvents,,,esrs:EmployeesAndOrNonemployeesCoverageBySocialProtectionThroughPublicProgramsOrThroughBenefitsOfferedAgainstLossOfIncomeDueToMajorLifeEvents,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,EmployeesAndOrNonemployeesCoverageBySocialProtectionThroughPublicProgramsOrThroughBenefitsOfferedAgainstLossOfIncomeDueToMajorLifeEvents, ESRS S1 74 S1-11 Main Mandatory subject to MA 1 year
,,ESRS S1 74 S1-11 Main Mandatory subject to MA 1 year,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfReasonsForApplyingDifferentDefinitionsOfTimeHorizonsExplanatory,,,esrs:DisclosureOfReasonsForApplyingDifferentDefinitionsOfTimeHorizonsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfReasonsForApplyingDifferentDefinitionsOfTimeHorizonsExplanatory, ESRS ESRS 2 9 b BP-2 Main Mandatory irrespective of MA Conditional BP-2_02
,,ESRS ESRS 2 9 b BP-2 Main Mandatory irrespective of MA Conditional BP-2_02,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfWaterAndMarineResourcesrelatedTargetsExplanatory,,,esrs:DisclosureOfWaterAndMarineResourcesrelatedTargetsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfWaterAndMarineResourcesrelatedTargetsExplanatory, ESRS E3 20 E3-3 Main Mandatory subject to MA Yes
,,ESRS E3 20 E3-3 Main Mandatory subject to MA Yes,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:ESRSMetricsAndMonetaryAmountsDisclosedThatAreSubjectToHighLevelOfMeasurementUncertainty,,,esrs:ESRSMetricsAndMonetaryAmountsDisclosedThatAreSubjectToHighLevelOfMeasurementUncertainty,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,ESRSMetricsAndMonetaryAmountsDisclosedThatAreSubjectToHighLevelOfMeasurementUncertainty, ESRS ESRS 2 11 a BP-2 Main Mandatory irrespective of MA BP-2_07
,,ESRS ESRS 2 11 a BP-2 Main Mandatory irrespective of MA BP-2_07,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TargetAddressesShortcomingsRelatedToDoNoSignificantHarmCriteriaForWaterAndMarineResources,,,esrs:TargetAddressesShortcomingsRelatedToDoNoSignificantHarmCriteriaForWaterAndMarineResources,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TargetAddressesShortcomingsRelatedToDoNoSignificantHarmCriteriaForWaterAndMarineResources, ESRS E3 AR 27 E3-3 Main Mandatory subject to MA
,,ESRS E3 AR 27 E3-3 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:TargetAddressesShortcomingsRelatedToSubstantialContributionCriteriaForWaterAndMarineResources,,,esrs:TargetAddressesShortcomingsRelatedToSubstantialContributionCriteriaForWaterAndMarineResources,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,TargetAddressesShortcomingsRelatedToSubstantialContributionCriteriaForWaterAndMarineResources, ESRS E3 AR 27 E3-3 Main Mandatory subject to MA
,,ESRS E3 AR 27 E3-3 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:InformationAboutTypeOfOperationsAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory,,,esrs:InformationAboutTypeOfOperationsAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,InformationAboutTypeOfOperationsAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory," ESRS S1 14 f SBM-3 i Main Mandatory subject to MA Alternative InformationAboutCountriesOrGeographicAreasWithOperationsConsideredAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory S1.SBM-3_07,  Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 3 Indicator 13 Operations and suppliers at significant risk of incidents of forced or compulsory labour Related"
,,ESRS S1 14 f SBM-3 i Main Mandatory subject to MA Alternative InformationAboutCountriesOrGeographicAreasWithOperationsConsideredAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory S1.SBM-3_07,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 3 Indicator 13 Operations and suppliers at significant risk of incidents of forced or compulsory labour Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfSubsidiaryUndertakingsIncludedInConsolidationThatAreExemptedFromIndividualOrConsolidatedSustainabilityReportingExplanatory,,,esrs:DisclosureOfSubsidiaryUndertakingsIncludedInConsolidationThatAreExemptedFromIndividualOrConsolidatedSustainabilityReportingExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfSubsidiaryUndertakingsIncludedInConsolidationThatAreExemptedFromIndividualOrConsolidatedSustainabilityReportingExplanatory, ESRS ESRS 2 5 b BP-1 ii Main Mandatory irrespective of MA Conditional BP-1_03
,,ESRS ESRS 2 5 b BP-1 ii Main Mandatory irrespective of MA Conditional BP-1_03,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:WaterDischarges,,,esrs:WaterDischarges,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,WaterDischarges, ESRS E3 AR 32 E3-4 Main Voluntary E3-4_12
,,ESRS E3 AR 32 E3-4 Main Voluntary E3-4_12,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:WaterWithdrawals,,,esrs:WaterWithdrawals,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,WaterWithdrawals, ESRS E3 AR 32 E3-4 Main Voluntary E3-4_11
,,ESRS E3 AR 32 E3-4 Main Voluntary E3-4_11,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:CountriesWithOperationsConsideredAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabour,,,esrs:CountriesWithOperationsConsideredAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabour,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,CountriesWithOperationsConsideredAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabour," ESRS S1 14 f SBM-3 ii Main Mandatory subject to MA Alternative InformationAboutTypeOfOperationsAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory,  Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 3 Indicator 13 Operations and suppliers at significant risk of incidents of forced or compulsory labour Related"
,,ESRS S1 14 f SBM-3 ii Main Mandatory subject to MA Alternative InformationAboutTypeOfOperationsAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 3 Indicator 13 Operations and suppliers at significant risk of incidents of forced or compulsory labour Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:InformationAboutCountriesOrGeographicAreasWithOperationsConsideredAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory,,,esrs:InformationAboutCountriesOrGeographicAreasWithOperationsConsideredAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,InformationAboutCountriesOrGeographicAreasWithOperationsConsideredAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory," ESRS S1 14 f SBM-3 ii Main Mandatory subject to MA Alternative InformationAboutTypeOfOperationsAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory S1.SBM-3_08,  Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 3 Indicator 13 Operations and suppliers at significant risk of incidents of forced or compulsory labour Related"
,,ESRS S1 14 f SBM-3 ii Main Mandatory subject to MA Alternative InformationAboutTypeOfOperationsAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabourExplanatory S1.SBM-3_08,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,Commission Delegated Regulation (EU) 2022/1288 Annex 1 Table 3 Indicator 13 Operations and suppliers at significant risk of incidents of forced or compulsory labour Related,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:SupplierCodesOfConductProvisionsAxis,,,esrs:SupplierCodesOfConductProvisionsAxis,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,SupplierCodesOfConductProvisionsAxis," ESRS S1 AR 13 S1-1,  ESRS S2 AR 15 S2-1"
,,ESRS S1 AR 13 S1-1,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS S2 AR 15 S2-1,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:SupplierCodesOfConductProvisionsMember,,,esrs:SupplierCodesOfConductProvisionsMember,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,SupplierCodesOfConductProvisionsMember," ESRS S1 AR 13 S1-1,  ESRS S2 AR 15 S2-1"
,,ESRS S1 AR 13 S1-1,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS S2 AR 15 S2-1,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:SupplierCodesOfConductProvisions,,,esrs:SupplierCodesOfConductProvisions,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,SupplierCodesOfConductProvisions," ESRS S1 AR 13 S1-1 Main Mandatory subject to MA,  ESRS S2 AR 15 S2-1 Main Mandatory subject to MA"
,,ESRS S1 AR 13 S1-1 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,,ESRS S2 AR 15 S2-1 Main Mandatory subject to MA,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:SustainabilityMattersForWhichActionsHaveNotBeenAdopted,,,esrs:SustainabilityMattersForWhichActionsHaveNotBeenAdopted,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,SustainabilityMattersForWhichActionsHaveNotBeenAdopted, ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Main Mandatory irrespective of MA Conditional
,,ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Main Mandatory irrespective of MA Conditional,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:SustainabilityMattersForWhichPoliciesHaveNotBeenAdopted,,,esrs:SustainabilityMattersForWhichPoliciesHaveNotBeenAdopted,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,SustainabilityMattersForWhichPoliciesHaveNotBeenAdopted, ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Related Conditional
,,ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Related Conditional,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfTimeframeForAdoptionOfActionsExplanatory,,,esrs:DisclosureOfTimeframeForAdoptionOfActionsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfTimeframeForAdoptionOfActionsExplanatory, ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Main Voluntary Conditional MDR-A_14
,,ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Main Voluntary Conditional MDR-A_14,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfReasonsForNotHavingAdoptedActionsExplanatory,,,esrs:DisclosureOfReasonsForNotHavingAdoptedActionsExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfReasonsForNotHavingAdoptedActionsExplanatory, ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Main Mandatory irrespective of MA Conditional MDR-A_13
,,ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Main Mandatory irrespective of MA Conditional MDR-A_13,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfTimeframeForAdoptionOfPoliciesExplanatory,,,esrs:DisclosureOfTimeframeForAdoptionOfPoliciesExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfTimeframeForAdoptionOfPoliciesExplanatory, ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Main Voluntary Conditional MDR-P_08
,,ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Main Voluntary Conditional MDR-P_08,http://www.xbrl.org/2003/arcrole/concept-reference,reference,http://www.xbrl.org/2003/role/reference,,link:reference,http://www.xbrl.org/2003/linkbase,reference,
,esrs:DisclosureOfReasonsForNotHavingAdoptedPoliciesExplanatory,,,esrs:DisclosureOfReasonsForNotHavingAdoptedPoliciesExplanatory,https://xbrl.efrag.org/taxonomy/esrs/2023-12-22,DisclosureOfReasonsForNotHavingAdoptedPoliciesExplanatory, ESRS ESRS 2 62 Minimum disclosure requirements on policies and actions Overlapping Mandatory irrespective of MA Conditional MDR-P_07
